NMFS_DNA_ID,BOX_ID,BOX_POSITION,SAMPLE_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,Marine::NMFS_DNA_ID,Marine::SPECIES_CODE,Marine::COMMON_NAME,Marine::SITE,Marine::STATE_M,Marine::COUNTY_M,Marine::LATITUDE_M,Marine::LONGITUDE_M,Marine::LOCATION_COMMENTS_M
R011830,R126,1C,A-080813-018,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,330,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011830,SMYS,Blue Rockfish,,,,36.54508333,-121.93605,
R011831,R126,1D,A-080813-019,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,355,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011831,SATR,Kelp Rockfish,,,,36.54361667,-121.9363167,
R011832,R126,1E,A-080813-020,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,280,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011832,SATR,Kelp Rockfish,,,,36.54361667,-121.9363167,
R011833,R126,1F,A-080813-021,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,230,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011833,SCHR,black and yellow rockfish,,,,36.54361667,-121.9363167,
R011834,R126,1G,A-080813-022,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,360,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011834,SMYS,Blue Rockfish,,,,36.54361667,-121.9363167,
R011835,R126,1H,A-080813-023,4143,NSF Rockfish Dispersal Project,Ophiodon,elongatus,620,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,Lingcod,R011835,OELO,lingcod,,,,36.54528333,-121.9357,
R011836,R126,2A,A-080813-024,4143,NSF Rockfish Dispersal Project,Sebastes,carnatus,280,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011836,SCAR,Gopher Rockfish,,,,36.54063333,-121.93625,
R011837,R126,2B,A-080813-025,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,240,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011837,SCHR,black and yellow rockfish,,,,36.561,-121.9506833,
R011838,R126,2C,A-080813-026,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,255,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011838,SCHR,black and yellow rockfish,,,,36.561,-121.9506833,
R011839,R126,2D,A-080813-027,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,245,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011839,SCHR,black and yellow rockfish,,,,36.561,-121.9506833,
R011840,R126,2E,A-080813-028,4143,NSF Rockfish Dispersal Project,Scorpaenichthys,marmoratus,445,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,cabezon,R011840,SMAR,cabezon,,,,36.561,-121.9506833,
R011841,R126,2F,A-080813-029,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,275,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011841,SCHR,black and yellow rockfish,,,,36.561,-121.9506833,
R011842,R126,2G,A-080813-030,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,280,,,,ADULT,,,08/08/2013,,DB,08/27/2013,,,R011842,SCHR,black and yellow rockfish,,,,36.561,-121.9506833,
R011843,R126,2H,A-080813-031,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,230,,,,ADULT,,,08/08/2013,,DB,08/27/2013,None.,,R011843,SMYS,Blue Rockfish,,,,36.561,-121.9506833,
R011844,R126,3A,A-081313-001,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,305,,,,ADULT,,,08/13/2013,,DB,08/27/2013,,,R011844,SATR,Kelp Rockfish,,,,36.54073333,-121.93595,
R011845,R126,3B,A-081313-002,4143,NSF Rockfish Dispersal Project,Sebastes,carnatus,280,,,,ADULT,,,08/13/2013,,DB,08/27/2013,,,R011845,SCAR,Gopher Rockfish,,,,36.54073333,-121.93595,
R011846,R126,3C,A-081313-003,4143,NSF Rockfish Dispersal Project,Sebastes,carnatus,270,,,,ADULT,,,08/13/2013,,DB,08/27/2013,,,R011846,SCAR,Gopher Rockfish,,,,36.54073333,-121.93595,
R011847,R126,3D,A-081313-004,4143,NSF Rockfish Dispersal Project,Sebastes,carnatus,270,,,,ADULT,,,08/13/2013,,DB,08/27/2013,,,R011847,SCAR,Gopher Rockfish,,,,36.54073333,-121.93595,
R011848,R126,3E,A-081313-005,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,315,,,,ADULT,,,08/13/2013,,DB,08/27/2013,,,R011848,SMYS,Blue Rockfish,,,,36.54073333,-121.93595,
R011849,R126,3F,A-081313-006,4143,NSF Rockfish Dispersal Project,Sebastes,carnatus,290,,,,ADULT,,,08/13/2013,,DB,08/27/2013,,,R011849,SCAR,Gopher Rockfish,,,,36.54073333,-121.93595,
R011850,R126,3G,A-081413-001,4143,NSF Rockfish Dispersal Project,Ophiodon,elongatus,490,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,Lingcod,R011850,OELO,lingcod,,,,36.5614,-121.9504167,
R011851,R126,3H,A-081413-002,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,280,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,,R011851,SATR,Kelp Rockfish,,,,36.56086667,-121.9507833,
R011852,R126,4A,A-081413-003,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,210,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,,R011852,SCHR,black and yellow rockfish,,,,36.56086667,-121.9507833,
R011853,R126,4B,A-081413-004,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,240,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,,R011853,SCHR,black and yellow rockfish,,,,36.56086667,-121.9507833,
R011854,R126,4C,A-081413-005,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,250,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,,R011854,SCHR,black and yellow rockfish,,,,36.56086667,-121.9507833,
R011855,R126,4D,A-081413-006,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,215,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,,R011855,SCHR,black and yellow rockfish,,,,36.56086667,-121.9507833,
R011856,R126,4E,A-081413-007,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,230,,,,ADULT,,,08/14/2013,,DB,08/27/2013,,,R011856,SCHR,black and yellow rockfish,,,,36.56086667,-121.9507833,
R011857,R126,4F,A-081613-001,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,260,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011857,SCHR,black and yellow rockfish,,,,36.61681667,-121.8979333,
R011858,R126,4G,A-081613-002,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,250,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011858,SCHR,black and yellow rockfish,,,,36.61681667,-121.8979333,
R011859,R126,4H,A-081613-003,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,390,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011859,SATR,Kelp Rockfish,,,,36.61666667,-121.8976333,
R011860,R126,5A,A-081613-004,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,315,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011860,SATR,Kelp Rockfish,,,,36.61666667,-121.8976333,
R011861,R126,5B,A-081613-005,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,290,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011861,SATR,Kelp Rockfish,,,,36.61666667,-121.8976333,
R011862,R126,5C,A-081613-006,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,330,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011862,SCHR,black and yellow rockfish,,,,36.61666667,-121.8976333,
R011863,R126,5D,A-081613-007,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,315,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011863,SCHR,black and yellow rockfish,,,,36.61666667,-121.8976333,
R011864,R126,5E,A-081613-008,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,280,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011864,SATR,Kelp Rockfish,,,,36.61633333,-121.8978833,
R011865,R126,5F,A-081613-009,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,315,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011865,SATR,Kelp Rockfish,,,,36.61633333,-121.8978833,
R011866,R126,5G,A-081613-010,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,280,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011866,SCHR,black and yellow rockfish,,,,36.61633333,-121.8978833,
R011867,R126,5H,A-081613-011,4143,NSF Rockfish Dispersal Project,Sebastes,OYT,295,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011867,OYT,olive or yellowtail rockfish,,,,36.61633333,-121.8978833,
R011868,R126,6A,A-081613-012,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,315,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011868,SCHR,black and yellow rockfish,,,,36.61633333,-121.8978833,
R011869,R126,6B,A-081613-013,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,315,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011869,SATR,Kelp Rockfish,,,,36.61633333,-121.8978833,
R011870,R126,6C,A-081613-014,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,335,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011870,SATR,Kelp Rockfish,,,,36.61633333,-121.8978833,
R011871,R126,6D,A-081613-015,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,315,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011871,SATR,Kelp Rockfish,,,,36.61633333,-121.8978833,
R011872,R126,6E,A-081613-016,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,325,,,,ADULT,,,08/16/2013,,DB,08/27/2013,,,R011872,SATR,Kelp Rockfish,,,,36.61633333,-121.8978833,
R011873,R126,6F,A-081913-001,4143,NSF Rockfish Dispersal Project,Sebastes,OYT (SSER?),320,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011873,OYT (SSER?),olive or yellowtail rockfish,,,,36.63093333,-121.9195333,
R011874,R126,6G,A-081913-002,4143,NSF Rockfish Dispersal Project,Sebastes,OYT (SSER?),270,,,,ADULT,,,08/19/2013,,DB,08/27/2013,None.,,R011874,OYT (SSER?),olive or yellowtail rockfish,,,,36.63093333,-121.9195333,
R011875,R126,6H,A-081913-003,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,250,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011875,SMEL,Black Rockfish,,,,36.63093333,-121.9195333,
R011876,R126,7A,A-081913-004,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,260,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011876,SCHR,black and yellow rockfish,,,,36.63093333,-121.9195333,
R011877,R126,7B,A-081913-005,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,220,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011877,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011878,R126,7C,A-081913-006,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,260,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011878,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011879,R126,7D,A-081913-007,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,230,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011879,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011880,R126,7E,A-081913-008,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,250,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011880,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011881,R126,7F,A-081913-009,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,340,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011881,SMEL,Black Rockfish,,,,36.63093333,-121.9195333,
R011882,R126,7G,A-081913-010,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,260,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011882,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011883,R126,7H,A-081913-011,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,270,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011883,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011884,R126,8A,A-081913-012,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,240,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011884,SMEL,Black Rockfish,,,,36.63093333,-121.9195333,
R011885,R126,8B,A-081913-013,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,290,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011885,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011886,R126,8C,A-081913-014,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,325,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011886,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011887,R126,8D,A-081913-015,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,300,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011887,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011888,R126,8E,A-081913-016,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,290,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011888,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011889,R126,8F,A-081913-017,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,230,,,,ADULT,,,08/19/2013,,DB,08/27/2013,,,R011889,SATR,Kelp Rockfish,,,,36.63093333,-121.9195333,
R011890,R126,8G,A-082013-001,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,300,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011890,SMEL,Black Rockfish,,,,36.55978333,-121.9502333,
R011891,R126,8H,A-082013-002,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,340,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011891,SMEL,Black Rockfish,,,,36.55978333,-121.9502333,
R011892,R126,9A,A-082013-003,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,235,,,,ADULT,,,08/20/2013,,DB,08/27/2013,None.,,R011892,SMYS,Blue Rockfish,,,,36.55978333,-121.9502333,
R011893,R126,9B,A-082013-004,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,255,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011893,SCHR,black and yellow rockfish,,,,36.55978333,-121.9502333,
R011894,R126,9C,A-082013-005,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,260,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011894,SCHR,black and yellow rockfish,,,,36.55978333,-121.9502333,
R011895,R126,9D,A-082013-006,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,240,,,,ADULT,,,08/20/2013,,DB,08/27/2013,None.,,R011895,SMYS,Blue Rockfish,,,,36.55978333,-121.9502333,
R011896,R126,9E,A-082013-007,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,220,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011896,SCHR,black and yellow rockfish,,,,36.55978333,-121.9502333,
R011897,R126,9F,A-082013-008,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,285,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011897,SATR,Kelp Rockfish,,,,36.55978333,-121.9502333,
R011898,R126,9G,A-082013-009,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,280,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011898,SMYS,Blue Rockfish,,,,36.55978333,-121.9502333,
R011899,R126,9H,A-082013-010,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,295,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011899,SATR,Kelp Rockfish,,,,36.55978333,-121.9502333,
R011900,R126,10A,A-082013-011,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,270,,,,ADULT,,,08/20/2013,,DB,08/27/2013,None.,,R011900,SMYS,Blue Rockfish,,,,36.55978333,-121.9502333,
R011901,R126,10B,A-082013-012,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,250,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011901,SCHR,black and yellow rockfish,,,,36.55978333,-121.9502333,
R011902,R126,10C,A-082013-013,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,290,,,,ADULT,,,08/20/2013,,DB,08/27/2013,None.,,R011902,SMYS,Blue Rockfish,,,,36.55978333,-121.9502333,
R011903,R126,10D,A-082013-014,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,320,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011903,SATR,Kelp Rockfish,,,,36.55978333,-121.9502333,
R011904,R126,10E,A-082013-015,4143,NSF Rockfish Dispersal Project,Sebastes,OYT,205,,,,ADULT,,,08/20/2013,,DB,08/27/2013,None.,,R011904,OYT,olive or yellowtail rockfish,,,,36.55978333,-121.9502333,
R011905,R126,10F,A-082013-016,4143,NSF Rockfish Dispersal Project,Sebastes,carnatus,205,,,,ADULT,,,08/20/2013,,DB,08/27/2013,,,R011905,SCAR,Gopher Rockfish,,,,36.55978333,-121.9502333,
R011906,R126,10G,A-082213-001,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,350,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011906,SATR,Kelp Rockfish,,,,36.55121667,-121.93425,
R011907,R126,10H,A-082213-002,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,310,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011907,SATR,Kelp Rockfish,,,,36.55121667,-121.93425,
R011908,R126,11A,A-082213-003,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,360,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011908,SMYS,Blue Rockfish,,,,36.55121667,-121.93425,
R011909,R126,11B,A-082213-004,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,350,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011909,SATR,Kelp Rockfish,,,,36.54738333,-121.9328833,
R011910,R126,11C,A-082213-005,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,290,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011910,SMYS,Blue Rockfish,,,,36.5483,-121.9331,
R011911,R126,11D,A-082213-007,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,300,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011911,SATR,Kelp Rockfish,,,,36.54785,-121.9333167,
R011912,R126,11E,A-082213-008,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,310,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011912,SATR,Kelp Rockfish,,,,36.54785,-121.9333167,
R011913,R126,11F,A-082213-009,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,305,,,,ADULT,,,08/22/2013,,CC,08/27/2013,None.,,R011913,SMEL ,Black Rockfish,,,,36.54785,-121.9333167,
R011914,R126,11G,A-082213-010,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,320,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011914,SATR,Kelp Rockfish,,,,36.54785,-121.9333167,
R011915,R126,11H,A-082213-011,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,330,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011915,SATR,Kelp Rockfish,,,,36.54785,-121.9333167,
R011916,R126,12A,A-082213-012,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,290,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011916,SATR,Kelp Rockfish,,,,36.54786667,-121.9333,
R011917,R126,12B,A-082213-013,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,360,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011917,SATR,Kelp Rockfish,,,,36.54786667,-121.9333,
R011918,R126,12C,A-082213-014,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,360,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011918,SATR,Kelp Rockfish,,,,36.54786667,-121.9333,
R011919,R126,12D,A-082213-015,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,335,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011919,SATR,Kelp Rockfish,,,,36.54786667,-121.9333,
R011920,R126,12E,A-082213-016,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,345,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011920,SATR,Kelp Rockfish,,,,36.54786667,-121.9333,
R011921,R126,12F,A-082213-017,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,290,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011921,SATR,Kelp Rockfish,,,,36.5475,-121.9323333,
R011922,R126,12G,A-082213-018,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,355,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011922,SMYS,Blue Rockfish,,,,36.5475,-121.9323333,
R011923,R126,12H,A-082213-019,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,300,,,,ADULT,,,08/22/2013,,CC,08/27/2013,,,R011923,SATR,Kelp Rockfish,,,,36.5482,-121.9342833,
R011924,R127,1A,A-082213-020,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,350,,,,ADULT,,,08/22/2013,,CC,09/25/2013,,,R011924,SATR,Kelp Rockfish,,,,36.54836667,-121.9336167,
R011925,R127,1B,A-082213-021,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,340,,,,ADULT,,,08/22/2013,,CC,09/25/2013,,,R011925,SATR,Kelp Rockfish,,,,36.54836667,-121.9336167,
R011926,R127,1C,A-082213-022,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,335,,,,ADULT,,,08/22/2013,,CC,09/25/2013,,,R011926,SATR,Kelp Rockfish,,,,36.54836667,-121.9336167,
R011927,R127,1D,A-082813-001,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,310,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011927,SCHR,black and yellow rockfish,,,,36.63455,-121.9213,
R011928,R127,1E,A-082813-002,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,270,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011928,SCHR,black and yellow rockfish,,,,36.63455,-121.9213,
R011929,R127,1F,A-082813-003,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,315,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011929,SATR,Kelp Rockfish,,,,36.63455,-121.9213,
R011930,R127,1G,A-082813-004,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,260,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011930,SCHR,black and yellow rockfish,,,,36.63395,-121.9208833,
R011931,R127,1H,A-082813-005,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,300,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011931,SATR,Kelp Rockfish,,,,36.63395,-121.9208833,
R011932,R127,2A,A-082813-006,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,290,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011932,SATR,Kelp Rockfish,,,,36.63395,-121.9208833,
R011933,R127,2B,A-082813-007,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,215,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011933,SCHR,black and yellow rockfish,,,,36.63395,-121.9208833,
R011934,R127,2C,A-082813-008,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,320,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011934,SATR,Kelp Rockfish,,,,36.63395,-121.9208833,
R011935,R127,2D,A-082813-009,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,280,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011935,SATR,Kelp Rockfish,,,,36.63395,-121.9208833,
R011936,R127,2E,A-082813-010,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,290,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011936,SCHR,black and yellow rockfish,,,,36.63395,-121.9208833,
R011937,R127,2F,A-082813-011,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,250,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011937,SCHR,black and yellow rockfish,,,,36.63395,-121.9208833,
R011938,R127,2G,A-082813-012,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,230,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011938,SCHR,black and yellow rockfish,,,,36.63395,-121.9208833,
R011939,R127,2H,A-082813-013,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,295,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011939,SATR,Kelp Rockfish,,,,36.63395,-121.9208833,
R011940,R127,3A,A-082813-014,4143,NSF Rockfish Dispersal Project,Sebastes,flavidus,445,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011940,SFLA,Yellowtail Rockfish,,,,36.6335,-121.92025,
R011941,R127,3B,A-082813-015,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,270,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011941,SATR,Kelp Rockfish,,,,36.6335,-121.92025,
R011942,R127,3C,A-082813-016,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,280,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011942,SMEL,Black Rockfish,,,,36.6335,-121.92025,
R011943,R127,3D,A-082813-017,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,300,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011943,SCHR,black and yellow rockfish,,,,36.63345,-121.9200667,
R011944,R127,3E,A-082813-018,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,310,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011944,SATR,Kelp Rockfish,,,,36.63345,-121.9200667,
R011945,R127,3F,A-082813-019,4143,NSF Rockfish Dispersal Project,Sebastes,melanops,330,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011945,SMEL,Black Rockfish,,,,36.63345,-121.9200667,
R011946,R127,3G,A-082813-020,4143,NSF Rockfish Dispersal Project,Sebastes,atrovirens,280,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011946,SATR,Kelp Rockfish,,,,36.63345,-121.9200667,
R011947,R127,3H,A-082813-021,4143,NSF Rockfish Dispersal Project,Sebastes,mystinus,250,,,,ADULT,,,08/28/2013,,CC,09/25/2013,None.,,R011947,SMYS,Blue Rockfish,,,,36.63345,-121.9200667,
R011948,R127,4A,A-082813-022,4143,NSF Rockfish Dispersal Project,Sebastes,chrysomelas,295,,,,ADULT,,,08/28/2013,,CC,09/25/2013,,,R011948,SCHR,black and yellow rockfish,,,,36.63345,-121.9200667,
