NMFS_DNA_ID	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	SPECIES_CODE	COMMON_NAME	LANDFALL_PORT	CRUISE	HAUL	SITE	STATE_M	COUNTY_M	LATITUDE_M	LONGITUDE_M	LOCATION_COMMENTS_M
R028389	R298	7B	J_112415_036	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	66				JUVENILE				11/24/15		BM	8/29/16			R028389	SATR	Kelp Rockfish				HMS	California				
R028390	R298	7C	J_112415_037	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	70				JUVENILE				11/24/15		BM	8/29/16			R028390	SATR	Kelp Rockfish				HMS	California				
R028391	R298	7D	J_112415_038	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	59				JUVENILE				11/24/15		BM	8/29/16			R028391	SATR	Kelp Rockfish				HMS	California				
R028392	R298	7E	J_112415_039	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	81				JUVENILE				11/24/15		BM	8/29/16			R028392	SATR	Kelp Rockfish				HMS	California				
R028393	R298	7F	J_112415_040	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	57				JUVENILE				11/24/15		BM	8/29/16			R028393	SATR	Kelp Rockfish				HMS	California				
R028394	R298	7G	J_112415_041	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	68				JUVENILE				11/24/15		BM	8/29/16			R028394	SATR	Kelp Rockfish				HMS	California				
R028395	R298	7H	J_112415_042	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	58				JUVENILE				11/24/15		BM	8/29/16			R028395	SATR	Kelp Rockfish				HMS	California				
R028396	R298	8A	J_112415_043	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	60				JUVENILE				11/24/15		BM	8/29/16			R028396	SATR	Kelp Rockfish				HMS	California				
R028397	R298	8B	J_112415_044	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	72				JUVENILE				11/24/15		BM	8/29/16			R028397	SATR	Kelp Rockfish				HMS	California				
R028398	R298	8C	J_112415_045	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	58				JUVENILE				11/24/15		BM	8/29/16			R028398	SATR	Kelp Rockfish				HMS	California				
R028399	R298	8D	J_112415_046	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	59				JUVENILE				11/24/15		BM	8/29/16			R028399	SATR	Kelp Rockfish				HMS	California				
R028400	R298	8E	J_112415_047	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	58				JUVENILE				11/24/15		BM	8/29/16			R028400	SATR	Kelp Rockfish				HMS	California				
R028401	R298	8F	J_112415_048	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	66				JUVENILE				11/24/15		BM	8/29/16			R028401	SATR	Kelp Rockfish				HMS	California				
R028402	R298	8G	J_112415_049	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	63				JUVENILE				11/24/15		BM	8/29/16			R028402	SATR	Kelp Rockfish				HMS	California				
R028403	R298	8H	J_112415_050	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	61				JUVENILE				11/24/15		BM	8/29/16			R028403	SATR	Kelp Rockfish				HMS	California				
R028404	R298	9A	J_112415_051	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	66				JUVENILE				11/24/15		BM	8/29/16			R028404	SATR	Kelp Rockfish				HMS	California				
R028405	R298	9B	J_112415_052	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	63				JUVENILE				11/24/15		BM	8/29/16			R028405	SATR	Kelp Rockfish				HMS	California				
R028406	R298	9C	J_112415_053	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	65				JUVENILE				11/24/15		BM	8/29/16			R028406	SATR	Kelp Rockfish				HMS	California				
R028407	R298	9D	J_112415_054	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	62				JUVENILE				11/24/15		BM	8/29/16			R028407	SATR	Kelp Rockfish				HMS	California				
R028408	R298	9E	J_112415_055	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	64				JUVENILE				11/24/15		BM	8/29/16			R028408	SATR	Kelp Rockfish				HMS	California				
R028409	R298	9F	J_112415_056	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	59				JUVENILE				11/24/15		BM	8/29/16			R028409	SATR	Kelp Rockfish				HMS	California				
R028410	R298	9G	J_112415_057	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	67				JUVENILE				11/24/15		BM	8/29/16			R028410	SATR	Kelp Rockfish				HMS	California				
R028411	R298	9H	J_112415_058	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	68				JUVENILE				11/24/15		BM	8/29/16			R028411	SATR	Kelp Rockfish				HMS	California				
R028412	R298	10A	J_112415_059	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	62				JUVENILE				11/24/15		BM	8/29/16			R028412	SATR	Kelp Rockfish				HMS	California				
R028413	R298	10B	J_112415_060	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	66				JUVENILE				11/24/15		BM	8/29/16			R028413	SATR	Kelp Rockfish				HMS	California				
R028414	R298	10C	J_112415_061	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	61				JUVENILE				11/24/15		BM	8/29/16			R028414	SATR	Kelp Rockfish				HMS	California				
R028415	R298	10D	J_112415_062	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	60				JUVENILE				11/24/15		BM	8/29/16			R028415	SATR	Kelp Rockfish				HMS	California				
R028416	R298	10E	J_112415_063	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	61				JUVENILE				11/24/15		BM	8/29/16			R028416	SATR	Kelp Rockfish				HMS	California				
R028417	R298	10F	J_112415_064	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	63				JUVENILE				11/24/15		BM	8/29/16			R028417	SATR	Kelp Rockfish				HMS	California				
R028418	R298	10G	J_112415_065	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	70				JUVENILE				11/24/15		BM	8/29/16			R028418	SATR	Kelp Rockfish				HMS	California				
R028419	R298	10H	J_112415_066	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	66				JUVENILE				11/24/15		BM	8/29/16			R028419	SATR	Kelp Rockfish				HMS	California				
R028420	R298	11A	J_112415_067	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	64				JUVENILE				11/24/15		BM	8/29/16			R028420	SATR	Kelp Rockfish				HMS	California				
R028421	R298	11B	J_112415_068	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	62				JUVENILE				11/24/15		BM	8/29/16			R028421	SATR	Kelp Rockfish				HMS	California				
R028422	R298	11C	J_112415_069	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	65				JUVENILE				11/24/15		BM	8/29/16			R028422	SATR	Kelp Rockfish				HMS	California				
R028423	R298	11D	J_112415_070	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	68				JUVENILE				11/24/15		BM	8/29/16			R028423	SATR	Kelp Rockfish				HMS	California				
R028424	R298	11E	J_112415_071	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	65				JUVENILE				11/24/15		BM	8/29/16			R028424	SATR	Kelp Rockfish				HMS	California				
R028425	R298	11F	J_112415_072	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	63				JUVENILE				11/24/15		BM	8/29/16			R028425	SATR	Kelp Rockfish				HMS	California				
R028426	R298	11G	J_121815_B3001	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	67				JUVENILE				12/18/15		BM	8/29/16			R028426	SATR	Kelp Rockfish				HMS	California				
R028427	R298	11H	J_121815_B3002	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	77				JUVENILE				12/18/15		BM	8/29/16			R028427	SATR	Kelp Rockfish				HMS	California				
R028428	R298	12A	J_121815_B3003	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	69				JUVENILE				12/18/15		BM	8/29/16			R028428	SATR	Kelp Rockfish				HMS	California				
R028429	R298	12B	J_121815_B3004	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	76				JUVENILE				12/18/15		BM	8/29/16			R028429	SATR	Kelp Rockfish				HMS	California				
R028430	R298	12C	J_121815_B3005	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	69				JUVENILE				12/18/15		BM	8/29/16			R028430	SATR	Kelp Rockfish				HMS	California				
R028431	R298	12D	J_121815_B3006	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	61				JUVENILE				12/18/15		BM	8/29/16			R028431	SATR	Kelp Rockfish				HMS	California				
R028432	R298	12E	J_121815_B3007	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	62				JUVENILE				12/18/15		BM	8/29/16			R028432	SATR	Kelp Rockfish				HMS	California				
R028433	R298	12F	J_121815_B3008	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	71				JUVENILE				12/18/15		BM	8/29/16			R028433	SATR	Kelp Rockfish				HMS	California				
R028434	R298	12G	J_121815_B3009	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	81				JUVENILE				12/18/15		BM	8/29/16			R028434	SATR	Kelp Rockfish				HMS	California				
R028435	R298	12H	J_121815_B3010	4144	NSF Rockfish Dispersal Project	Sebastes	atrovirens	70				JUVENILE				12/18/15		BM	8/29/16			R028435	SATR	Kelp Rockfish				HMS	California				
R028436	R299	1A	SHB-5-26-2010-028	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.4				JUVENILE				5/26/10		BM	8/30/16			R028436	KGB	"Gopher, black and yellow, or kelp rockfish"				SANDHILL	California				
R028437	R299	1B	SHB-5-26-2010-030	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	31.9				JUVENILE				5/26/10		BM	8/30/16			R028437	KGB	"Gopher, black and yellow, or kelp rockfish"				SANDHILL	California				
R028438	R299	1C	TPT-5-26-2010-022	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.1				JUVENILE				5/26/10		BM	8/30/16			R028438	KGB	"Gopher, black and yellow, or kelp rockfish"				TERRACE	California				
R028439	R299	1D	SHB-6-1-2010-027	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.1				JUVENILE				6/1/10		BM	8/30/16			R028439	KGB	"Gopher, black and yellow, or kelp rockfish"				SANDHILL	California				
R028440	R299	1E	TPT-6-1-2010-031	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37.6				JUVENILE				6/1/10		BM	8/30/16			R028440	KGB	"Gopher, black and yellow, or kelp rockfish"				TERRACE	California				
R028441	R299	1F	HMS-6-4-2010-055	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	33.7				JUVENILE				6/4/10		BM	8/30/16			R028441	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028442	R299	1G	SWC-6-4-2010-009	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	40.1				JUVENILE				6/4/10		BM	8/30/16			R028442	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028443	R299	1H	SWC-6-4-2010-013	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	29.9				JUVENILE				6/4/10		BM	8/30/16			R028443	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028444	R299	2A	SWC-6-4-2010-022	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34.9				JUVENILE				6/4/10		BM	8/30/16			R028444	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028445	R299	2B	SWC-6-4-2010-048	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.3				JUVENILE				6/4/10		BM	8/30/16			R028445	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028446	R299	2C	SWC-6-4-2010-053	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.3				JUVENILE				6/4/10		BM	8/30/16			R028446	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028447	R299	2D	SWC-6-4-2010-054	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.7				JUVENILE				6/4/10		BM	8/30/16			R028447	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028448	R299	2E	SWC-6-4-2010-055	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	43.3				JUVENILE				6/4/10		BM	8/30/16			R028448	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028449	R299	2F	SWC-6-4-2010-056	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34				JUVENILE				6/4/10		BM	8/30/16			R028449	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028450	R299	2G	SWC-6-4-2010-057	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.4				JUVENILE				6/4/10		BM	8/30/16			R028450	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028451	R299	2H	SWC-6-4-2010-058	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.5				JUVENILE				6/4/10		BM	8/30/16			R028451	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028452	R299	3A	SWC-6-4-2010-065	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34.8				JUVENILE				6/4/10		BM	8/30/16			R028452	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028453	R299	3B	SWC-6-4-2010-067	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34.8				JUVENILE				6/4/10		BM	8/30/16			R028453	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028454	R299	3C	SWC-6-4-2010-068	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	36				JUVENILE				6/4/10		BM	8/30/16			R028454	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028455	R299	3D	SWC-6-4-2010-073	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	31.5				JUVENILE				6/4/10		BM	8/30/16			R028455	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028456	R299	3E	HMS-6-22-2010-054	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34.4				JUVENILE				6/22/10		BM	8/30/16			R028456	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028457	R299	3F	HMS-6-22-2010-056	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	40.4				JUVENILE				6/22/10		BM	8/30/16			R028457	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028458	R299	3G	HMS-6-22-2010-058	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.4				JUVENILE				6/22/10		BM	8/30/16			R028458	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028459	R299	3H	HMS-6-22-2010-059	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	33.4				JUVENILE				6/22/10		BM	8/30/16			R028459	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028460	R299	4A	HMS-6-22-2010-061	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37.7				JUVENILE				6/22/10		BM	8/30/16			R028460	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028461	R299	4B	HMS-6-22-2010-065	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35				JUVENILE				6/22/10		BM	8/30/16			R028461	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028462	R299	4C	HMS-6-22-2010-071	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	36.1				JUVENILE				6/22/10		BM	8/30/16			R028462	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028463	R299	4D	HMS-6-22-2010-072	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	31.9				JUVENILE				6/22/10		BM	8/30/16			R028463	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028464	R299	4E	HMS-6-22-2010-074	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	40				JUVENILE				6/22/10		BM	8/30/16			R028464	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028465	R299	4F	SWC-7-6-2010-010	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	41.1				JUVENILE				7/6/10		BM	8/30/16			R028465	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028466	R299	4G	SWC-7-6-2010-013	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	40.8				JUVENILE				7/6/10		BM	8/30/16			R028466	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028467	R299	4H	SWC-7-6-2010-018	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.8				JUVENILE				7/6/10		BM	8/30/16			R028467	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028468	R299	5A	SWC-7-6-2010-025	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	36.9				JUVENILE				7/6/10		BM	8/30/16			R028468	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028469	R299	5B	SWC-7-6-2010-026	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	39.4				JUVENILE				7/6/10		BM	8/30/16			R028469	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028470	R299	5C	SWC-7-6-2010-031	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.3				JUVENILE				7/6/10		BM	8/30/16			R028470	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028471	R299	5D	SWC-7-6-2010-032	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35.8				JUVENILE				7/6/10		BM	8/30/16			R028471	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028472	R299	5E	SWC-7-6-2010-033	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	39.5				JUVENILE				7/6/10		BM	8/30/16			R028472	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028473	R299	5F	SWC-7-6-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	39.8				JUVENILE				7/6/10		BM	8/30/16			R028473	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028474	R299	5G	SWC-7-6-2010-038	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"					JUVENILE				7/6/10		BM	8/30/16			R028474	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028475	R299	5H	SWC-7-6-2010-039	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.9				JUVENILE				7/6/10		BM	8/30/16			R028475	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028476	R299	6A	SWC-7-6-2010-043	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.7				JUVENILE				7/6/10		BM	8/30/16			R028476	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028477	R299	6B	SWC-7-6-2010-046	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.2				JUVENILE				7/6/10		BM	8/30/16			R028477	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028478	R299	6C	SWC-7-6-2010-047	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	39.9				JUVENILE				7/6/10		BM	8/30/16			R028478	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028479	R299	6D	SWC-7-6-2010-048	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	39.9				JUVENILE				7/6/10		BM	8/30/16			R028479	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028480	R299	6E	SHB-8-9-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34.9				JUVENILE				8/9/10		BM	8/30/16			R028480	KGB	"Gopher, black and yellow, or kelp rockfish"				SANDHILL	California				
R028481	R299	6F	TPT-8-9-2010-011	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	33.3				JUVENILE				8/9/10		BM	8/30/16			R028481	KGB	"Gopher, black and yellow, or kelp rockfish"				TERRACE	California				
R028482	R299	6G	TPT-8-9-2010-021	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	41.1				JUVENILE				8/9/10		BM	8/30/16			R028482	KGB	"Gopher, black and yellow, or kelp rockfish"				TERRACE	California				
R028483	R299	6H	SWC-8-17-2010-025	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	36.4				JUVENILE				8/17/10		BM	8/30/16			R028483	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028484	R299	7A	SWC-8-17-2010-032	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	38.3				JUVENILE				8/18/10		BM	8/30/16			R028484	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028485	R299	7B	HMS-8-17-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	32.9				JUVENILE				8/19/10		BM	8/30/16			R028485	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028486	R299	7C	HMS-8-17-2010-037	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37.8				JUVENILE				8/20/10		BM	8/30/16			R028486	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028487	R299	7D	SWC-8-30-2010-016	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"					JUVENILE				8/30/10		BM	8/30/16			R028487	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028488	R299	7E	SWC-8-30-2010-047	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	28.1				JUVENILE				8/30/10		BM	8/30/16			R028488	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028489	R299	7F	HMS-9-7-2010-017	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	31.9				JUVENILE				9/7/10		BM	8/30/16			R028489	KGB	"Gopher, black and yellow, or kelp rockfish"				HOPKINS	California				
R028490	R299	7G	SWC-9-7-2010-040	4732	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	32				JUVENILE				9/7/10		BM	8/30/16			R028490	KGB	"Gopher, black and yellow, or kelp rockfish"				STILLWATER	California				
R028491	R299	7H	J_060816_S3014	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	27				JUVENILE				6/8/16		BM	8/30/16			R028491	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
R028492	R299	8A	J_060816_S3015	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				6/8/16		BM	8/30/16	None		R028492	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
R028493	R299	8B	J_060816_S3016	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"					JUVENILE				6/8/16		BM	8/30/16			R028493	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS2	California		36.6264	-121.905085	
R028494	R299	8C	J_061516_S2001	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	37				JUVENILE				6/15/16		BM	8/30/16			R028494	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS1	California		36.6264	-121.905085	
R028495	R299	8D	J_061516_S2006	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34				JUVENILE				6/15/16		BM	8/30/16	None		R028495	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.6264	-121.905085	
R028496	R299	8E	J_061516_S2007	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34				JUVENILE				6/15/16		BM	8/30/16	None		R028496	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6264	-121.905085	
R028497	R299	8F	J_061516_S2008	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	33				JUVENILE				6/15/16		BM	8/30/16	None		R028497	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6264	-121.905085	
R028498	R299	8G	J_061516_S2009	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37				JUVENILE				6/15/16		BM	8/30/16	None		R028498	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6264	-121.905085	
R028499	R299	8H	J_061516_S2010	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	48				JUVENILE				6/15/16		BM	8/30/16	None		R028499	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6264	-121.905085	
R028500	R299	9A	J_061516_S2011	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	43				JUVENILE				6/15/16		BM	8/30/16			R028500	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS2	California		36.6264	-121.905085	
R028501	R299	9B	J_061516_S2013	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	32				JUVENILE				6/15/16		BM	8/30/16	None		R028501	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
