NMFS_DNA_ID species score
R021548 atrovirens 100.000
R021549 atrovirens 100.000
R021550 atrovirens 100.000
R021551 atrovirens 100.000
R021552 atrovirens 100.000
R021553 atrovirens 100.000
R021554 atrovirens 100.000
R021555 atrovirens 100.000
R021556 atrovirens 100.000
R021557 atrovirens 100.000
R021558 atrovirens 100.000
R021559 atrovirens 100.000
R021560 atrovirens 100.000
R021561 atrovirens 100.000
R021562 atrovirens 100.000
R021563 atrovirens 100.000
R021564 atrovirens 100.000
R021565 atrovirens 100.000
R021566 atrovirens 100.000
R021567 atrovirens 100.000
R021568 atrovirens 100.000
R021569 atrovirens 100.000
R021570 atrovirens 100.000
R021571 atrovirens 100.000
R021572 atrovirens 100.000
R021573 atrovirens 100.000
R021574 atrovirens 100.000
R021575 atrovirens 100.000
R021576 atrovirens 100.000
R021577 atrovirens 100.000
R021578 atrovirens 100.000
R021579 atrovirens 100.000
R021580 atrovirens 100.000
R021581 atrovirens 100.000
R021582 atrovirens 100.000
R021583 atrovirens 100.000
R021584 atrovirens 100.000
R021585 atrovirens 100.000
R021586 atrovirens 100.000
R021587 atrovirens 100.000
R021588 atrovirens 100.000
R021589 atrovirens 100.000
R021590 atrovirens 100.000
R021591 atrovirens 100.000
R021592 atrovirens 100.000
R021593 atrovirens 100.000
R021594 atrovirens 100.000
R021595 atrovirens 100.000
R021596 atrovirens 100.000
R021597 atrovirens 100.000
R021598 atrovirens 100.000
R021599 atrovirens 100.000
R021600 atrovirens 100.000
R021601 atrovirens 100.000
R021602 atrovirens 100.000
R021603 atrovirens 100.000
R021604 atrovirens 100.000
R021605 atrovirens 100.000
R021606 atrovirens 100.000
R021607 atrovirens 100.000
R021608 atrovirens 100.000
R021609 atrovirens 100.000
R021610 atrovirens 100.000
R021611 atrovirens 100.000
R021612 atrovirens 100.000
R021613 atrovirens 100.000
R021614 atrovirens 100.000
R021615 atrovirens 100.000
R021616 atrovirens 100.000
R021617 atrovirens 100.000
R021618 atrovirens 100.000
R021619 atrovirens 100.000
R021620 atrovirens 100.000
R021621 atrovirens 100.000
R021622 atrovirens 100.000
R021623 atrovirens 100.000
R021624 carnatus 99.668
R021625 atrovirens 100.000
R021626 atrovirens 100.000
R021627 atrovirens 100.000
R021628 atrovirens 100.000
R021629 atrovirens 100.000
R021630 atrovirens 100.000
R021631 atrovirens 100.000
R021632 atrovirens 100.000
R021633 atrovirens 100.000
R021634 atrovirens 100.000
R021635 atrovirens 100.000
R021636 atrovirens 100.000
R021637 atrovirens 100.000
R021638 atrovirens 100.000
R021639 atrovirens 100.000
R021640 atrovirens 100.000
R021641 atrovirens 100.000
R021642 atrovirens 100.000
R021643 atrovirens 100.000
R021644 atrovirens 100.000
R021645 atrovirens 100.000
R021646 atrovirens 100.000
R021647 atrovirens 100.000
R021648 atrovirens 100.000
R021649 atrovirens 100.000
R021650 atrovirens 100.000
R021651 atrovirens 100.000
R021652 atrovirens 100.000
R021653 atrovirens 100.000
R021654 atrovirens 100.000
R021655 atrovirens 100.000
R021656 atrovirens 100.000
R021657 atrovirens 100.000
R021658 atrovirens 100.000
R021659 atrovirens 100.000
R021660 atrovirens 100.000
R021661 atrovirens 100.000
R021662 atrovirens 100.000
R021663 atrovirens 100.000
R021664 atrovirens 100.000
R021665 atrovirens 100.000
R021666 atrovirens 100.000
R021667 atrovirens 100.000
R021668 atrovirens 100.000
R021669 atrovirens 100.000
R021670 atrovirens 100.000
R021671 atrovirens 100.000
R021672 atrovirens 100.000
R021673 atrovirens 100.000
R021674 atrovirens 100.000
R021675 atrovirens 100.000
R021676 atrovirens 100.000
R021677 atrovirens 100.000
R021678 atrovirens 100.000
R021679 atrovirens 100.000
R021680 atrovirens 100.000
R021681 atrovirens 100.000
R021682 atrovirens 100.000
R021683 atrovirens 100.000
R021684 atrovirens 100.000
R021685 atrovirens 100.000
R021686 atrovirens 100.000
R021687 atrovirens 100.000
R021688 carnatus 72.205
R021689 atrovirens 100.000
R021690 atrovirens 100.000
R021691 atrovirens 100.000
R021692 atrovirens 100.000
R021693 atrovirens 100.000
R021694 atrovirens 100.000
R021695 atrovirens 100.000
R021696 atrovirens 100.000
R021697 atrovirens 100.000
R021698 atrovirens 100.000
R028354 atrovirens 100.000
R028355 atrovirens 100.000
R028356 atrovirens 100.000
R028357 atrovirens 100.000
R028358 atrovirens 100.000
R028359 atrovirens 100.000
R028360 atrovirens 100.000
R028361 atrovirens 100.000
R028362 atrovirens 100.000
R028363 atrovirens 100.000
R028364 atrovirens 100.000
R028365 atrovirens 100.000
R028366 atrovirens 100.000
R028367 atrovirens 100.000
R028368 atrovirens 100.000
R028369 atrovirens 100.000
R028370 atrovirens 100.000
R028371 atrovirens 100.000
R028372 atrovirens 100.000
R028373 atrovirens 100.000
R028374 atrovirens 100.000
R028375 atrovirens 100.000
R028376 atrovirens 100.000
R028377 atrovirens 100.000
R028378 atrovirens 100.000
R028379 atrovirens 100.000
R028380 atrovirens 100.000
R028381 atrovirens 100.000
R028382 atrovirens 100.000
R028383 atrovirens 100.000
R028384 atrovirens 100.000
R028385 atrovirens 100.000
R028386 atrovirens 100.000
R028387 atrovirens 100.000
R028388 atrovirens 100.000
R028389 atrovirens 100.000
R028390 atrovirens 100.000
R028391 atrovirens 100.000
R028392 atrovirens 100.000
R028393 atrovirens 100.000
R028394 atrovirens 100.000
R028395 atrovirens 100.000
R028396 atrovirens 100.000
R028397 atrovirens 100.000
R028398 atrovirens 100.000
R028399 atrovirens 100.000
R028400 atrovirens 100.000
R028401 atrovirens 100.000
R028402 atrovirens 100.000
R028403 atrovirens 100.000
R028404 atrovirens 100.000
R028405 atrovirens 100.000
R028406 atrovirens 100.000
R028408 atrovirens 100.000
R028409 atrovirens 100.000
R028410 atrovirens 100.000
R028411 atrovirens 100.000
R028412 atrovirens 100.000
R028413 atrovirens 100.000
R028414 atrovirens 100.000
R028415 atrovirens 100.000
R028416 atrovirens 100.000
R028417 atrovirens 100.000
R028418 atrovirens 100.000
R028419 atrovirens 100.000
R028420 atrovirens 100.000
R028421 atrovirens 100.000
R028422 atrovirens 100.000
R028423 atrovirens 100.000
R028424 atrovirens 100.000
R028425 atrovirens 100.000
R028426 atrovirens 100.000
R028427 atrovirens 100.000
R028428 atrovirens 100.000
R028429 atrovirens 100.000
R028430 atrovirens 100.000
R028431 atrovirens 100.000
R028432 caurinus 100.000
R028433 atrovirens 100.000
R028434 atrovirens 100.000
R028435 atrovirens 100.000
R029329 atrovirens 100.000
R029330 atrovirens 100.000
R029331 atrovirens 100.000
R029332 atrovirens 100.000
R029333 atrovirens 100.000
R029334 atrovirens 100.000
R029335 atrovirens 100.000
R029336 atrovirens 100.000
R029337 atrovirens 100.000
R029338 atrovirens 100.000
R029339 atrovirens 100.000
R029340 atrovirens 100.000
R029341 atrovirens 100.000
R029342 atrovirens 100.000
R029343 atrovirens 100.000
R029344 atrovirens 100.000
R029345 atrovirens 100.000
R029346 atrovirens 100.000
R029347 atrovirens 100.000
R029348 atrovirens 100.000
R029349 atrovirens 100.000
R029350 atrovirens 100.000
R029351 atrovirens 100.000
R029352 atrovirens 100.000
R029353 atrovirens 100.000
R029354 atrovirens 100.000
R029355 caurinus 100.000
R029356 atrovirens 100.000
R029357 atrovirens 100.000
R029358 atrovirens 100.000
R029359 atrovirens 100.000
R029360 atrovirens 100.000
R029361 atrovirens 100.000
R029362 atrovirens 100.000
R029363 atrovirens 100.000
R029364 atrovirens 100.000
R029365 atrovirens 100.000
R029366 atrovirens 100.000
R029368 atrovirens 100.000
R029369 atrovirens 100.000
R029370 atrovirens 100.000
R029371 atrovirens 100.000
R029372 atrovirens 100.000
R029373 atrovirens 100.000
R029374 atrovirens 100.000
R029375 atrovirens 100.000
R029376 atrovirens 100.000
R029377 atrovirens 100.000
R029378 atrovirens 100.000
R029379 atrovirens 100.000
R029380 atrovirens 100.000
R029381 atrovirens 100.000
R029382 atrovirens 100.000
R029383 atrovirens 100.000
R029384 atrovirens 100.000
R029385 caurinus 100.000
R029386 atrovirens 100.000
R029387 atrovirens 100.000
R029388 carnatus 99.984
R029389 caurinus 100.000
R029390 atrovirens 100.000
R029391 atrovirens 100.000
R029392 carnatus 99.623
R029393 chrysomelas 97.001
R029394 atrovirens 100.000
R029395 atrovirens 100.000
R030688 atrovirens 100.000
R030689 atrovirens 100.000
R030690 carnatus 99.904
R030691 atrovirens 100.000
R030692 atrovirens 100.000
R030693 atrovirens 100.000
R030694 atrovirens 100.000
R030695 atrovirens 100.000
R030696 atrovirens 100.000
R030697 atrovirens 100.000
R030698 atrovirens 100.000
R030699 atrovirens 100.000
R030700 atrovirens 100.000
R030701 atrovirens 100.000
R030702 atrovirens 100.000
R030703 atrovirens 100.000
R030704 atrovirens 100.000
R030705 atrovirens 100.000
R030706 atrovirens 100.000
R030707 carnatus 98.820
R030708 atrovirens 100.000
R030709 atrovirens 100.000
R030710 atrovirens 100.000
R030711 atrovirens 100.000
R030712 atrovirens 100.000
R030713 caurinus 100.000
R030714 atrovirens 100.000
R030715 atrovirens 100.000
R030716 atrovirens 100.000
R030717 atrovirens 100.000
R030718 carnatus 94.513
R030719 atrovirens 100.000
R030720 carnatus 96.478
R030721 carnatus 98.709
R030722 atrovirens 100.000
R030723 atrovirens 100.000
R030724 atrovirens 100.000
R030725 atrovirens 100.000
R030726 carnatus 99.990
R030727 atrovirens 100.000
R030728 atrovirens 100.000
R030729 atrovirens 100.000
R030730 atrovirens 100.000
R030731 atrovirens 100.000
R030732 atrovirens 100.000
R030733 atrovirens 100.000
R030734 atrovirens 100.000
R030735 atrovirens 100.000
R030736 atrovirens 100.000
R030737 atrovirens 100.000
R030738 atrovirens 100.000
R030739 atrovirens 100.000
R030836 atrovirens 100.000
R030837 atrovirens 100.000
R030838 atrovirens 100.000
R030839 atrovirens 100.000
R030840 atrovirens 100.000
R030841 atrovirens 100.000
R030842 atrovirens 100.000
R030843 atrovirens 100.000
R030844 atrovirens 100.000
R030845 atrovirens 100.000
R030846 atrovirens 100.000
R030847 atrovirens 100.000
R030848 atrovirens 100.000
R030849 atrovirens 100.000
R030850 atrovirens 100.000
R030851 atrovirens 100.000
R030852 atrovirens 100.000
R030853 atrovirens 100.000
R030854 atrovirens 100.000
R030855 atrovirens 100.000
R030856 atrovirens 100.000
R030857 atrovirens 100.000
R030858 atrovirens 100.000
R030859 atrovirens 100.000
R030860 atrovirens 100.000
R030861 chrysomelas 99.972
R030862 carnatus 86.325
R030863 carnatus 84.023
R030864 chrysomelas 99.901
R030865 carnatus 98.194
R030866 chrysomelas 100.000
R030867 atrovirens 100.000
R030868 carnatus 99.906
R030869 atrovirens 100.000
R030870 atrovirens 100.000
R030871 chrysomelas 92.971
R030872 carnatus 99.903
R030873 atrovirens 100.000
R030874 atrovirens 100.000
R030875 chrysomelas 97.531
R030876 carnatus 73.558
R030877 atrovirens 100.000
R030878 carnatus 92.202
R030879 atrovirens 100.000
R030880 chrysomelas 94.379
R030881 carnatus 59.240
R030882 carnatus 80.645
R030883 carnatus 99.999
R030884 atrovirens 100.000
R030885 atrovirens 100.000
R030886 atrovirens 100.000
R030887 atrovirens 100.000
R030888 atrovirens 100.000
R030889 carnatus 61.316
R030890 chrysomelas 83.000
R030891 atrovirens 100.000
R030892 chrysomelas 75.030
R030893 atrovirens 100.000
R030894 chrysomelas 100.000
R030895 atrovirens 100.000
R030896 carnatus 99.652
R030897 atrovirens 100.000
R030898 carnatus 99.954
R030899 atrovirens 100.000
R030900 atrovirens 100.000
R030901 carnatus 99.705
R030902 atrovirens 100.000
R030903 carnatus 99.948
R030904 atrovirens 100.000
R030905 atrovirens 100.000
R030906 chrysomelas 99.998
R030907 carnatus 99.999
R030908 atrovirens 100.000
R030909 atrovirens 100.000
R030910 carnatus 77.695
R030911 atrovirens 100.000
R030912 atrovirens 100.000
R030913 atrovirens 100.000
R030914 atrovirens 100.000
R030915 atrovirens 100.000
R030916 atrovirens 100.000
R030917 atrovirens 100.000
R030918 atrovirens 100.000
R030919 atrovirens 100.000
R030920 carnatus 96.468
R030921 atrovirens 100.000
R030922 atrovirens 100.000
R030923 chrysomelas 98.887
R030924 carnatus 71.457
R030925 atrovirens 100.000
R030926 atrovirens 100.000
R030927 carnatus 86.676
R030928 atrovirens 100.000
R030929 atrovirens 100.000
R030930 atrovirens 100.000
R030931 atrovirens 100.000
R030932 atrovirens 100.000
R030933 atrovirens 100.000
R030934 atrovirens 100.000
R030935 atrovirens 100.000
R030936 atrovirens 100.000
R030937 atrovirens 100.000
R030938 carnatus 77.738
R030939 atrovirens 100.000
R030940 chrysomelas 94.404
R030941 atrovirens 100.000
R030942 atrovirens 100.000
R030943 atrovirens 100.000
R030944 atrovirens 100.000
R030945 atrovirens 100.000
R030946 atrovirens 100.000
R030947 atrovirens 100.000
R030948 chrysomelas 100.000
R030949 atrovirens 100.000
R030950 atrovirens 100.000
R030951 carnatus 98.019
R030952 atrovirens 100.000
R030953 atrovirens 100.000
R030954 atrovirens 100.000
R030955 atrovirens 100.000
R030956 atrovirens 100.000
R030957 atrovirens 100.000
R030958 atrovirens 100.000
R030959 atrovirens 100.000
R030960 atrovirens 100.000
R030961 atrovirens 100.000
R030962 atrovirens 100.000
R030963 atrovirens 100.000
R030964 atrovirens 100.000
R030965 atrovirens 100.000
R030966 atrovirens 100.000
R030967 atrovirens 100.000
R030968 atrovirens 100.000
R030969 carnatus 71.029
R030970 carnatus 99.996
R030971 atrovirens 100.000
R030972 atrovirens 100.000
R030973 atrovirens 100.000
R030974 atrovirens 100.000
R030975 atrovirens 100.000
R030976 atrovirens 100.000
R030977 atrovirens 100.000
R030978 atrovirens 100.000
R030979 atrovirens 100.000
R030980 atrovirens 100.000
R030981 atrovirens 100.000
R030982 chrysomelas 96.204
R030983 atrovirens 100.000
R030984 atrovirens 100.000
R030985 atrovirens 100.000
R030986 atrovirens 100.000
R030987 atrovirens 100.000
R030988 atrovirens 100.000
R030989 atrovirens 100.000
R030990 carnatus 100.000
R030991 atrovirens 100.000
R030992 atrovirens 100.000
R030993 atrovirens 100.000
R030994 atrovirens 100.000
R030995 atrovirens 100.000
R030996 atrovirens 100.000
R030997 atrovirens 100.000
R030998 carnatus 93.342
R031000 atrovirens 100.000
R031001 atrovirens 100.000
R031002 atrovirens 100.000
R031003 carnatus 99.998
R031004 atrovirens 100.000
R031005 atrovirens 100.000
R031006 atrovirens 100.000
R031007 atrovirens 100.000
R031008 atrovirens 100.000
R031009 atrovirens 100.000
R031010 atrovirens 100.000
R031011 atrovirens 100.000
R031012 atrovirens 100.000
R031013 atrovirens 100.000
R031014 atrovirens 100.000
R031015 atrovirens 100.000
R031016 atrovirens 100.000
R031017 chrysomelas 99.998
R031018 atrovirens 100.000
R031019 atrovirens 100.000
R031020 atrovirens 100.000
R031021 atrovirens 100.000
R031022 atrovirens 100.000
R031023 atrovirens 100.000
R031024 chrysomelas 99.973
R031025 atrovirens 100.000
R031026 atrovirens 100.000
R031027 atrovirens 100.000
R031028 atrovirens 100.000
R031029 atrovirens 100.000
R031030 atrovirens 100.000
R031031 atrovirens 100.000
R031032 atrovirens 100.000
R031033 atrovirens 100.000
R031034 atrovirens 100.000
R031035 atrovirens 100.000
R031036 atrovirens 100.000
R031037 atrovirens 100.000
R031038 atrovirens 100.000
R031039 atrovirens 100.000
R031040 atrovirens 100.000
R031041 atrovirens 100.000
R031042 atrovirens 100.000
R031043 atrovirens 100.000
R031044 atrovirens 100.000
R031045 atrovirens 100.000
R031046 atrovirens 100.000
R031047 atrovirens 100.000
R031048 atrovirens 100.000
R031049 atrovirens 100.000
R031050 atrovirens 100.000
R031051 atrovirens 100.000
R031052 atrovirens 100.000
R031053 atrovirens 100.000
R031054 atrovirens 100.000
R031055 atrovirens 100.000
R031056 atrovirens 100.000
R031057 atrovirens 100.000
R031058 atrovirens 100.000
R031059 atrovirens 100.000
R031060 atrovirens 100.000
R031061 atrovirens 100.000
R031062 atrovirens 100.000
R031063 atrovirens 100.000
R031064 atrovirens 100.000
R031065 atrovirens 100.000
R031066 atrovirens 100.000
R031067 atrovirens 100.000
R031068 atrovirens 100.000
R031069 atrovirens 100.000
R031070 atrovirens 100.000
R031071 atrovirens 100.000
R031072 atrovirens 100.000
R031073 atrovirens 100.000
R031074 atrovirens 100.000
R031075 atrovirens 100.000
R031076 atrovirens 100.000
R031077 atrovirens 100.000
R031078 atrovirens 100.000
R031079 atrovirens 100.000
R031080 atrovirens 100.000
R031081 atrovirens 100.000
R031082 atrovirens 100.000
R031083 chrysomelas 95.698
R031084 atrovirens 100.000
R031085 atrovirens 100.000
R031086 atrovirens 100.000
R031087 atrovirens 100.000
R031088 atrovirens 100.000
R031089 atrovirens 100.000
R031090 atrovirens 100.000
R031091 atrovirens 100.000
R031092 atrovirens 100.000
R031093 atrovirens 100.000
R031094 atrovirens 100.000
R031096 atrovirens 100.000
R031097 atrovirens 100.000
R031098 atrovirens 100.000
R031099 atrovirens 100.000
R031100 atrovirens 100.000
R031101 atrovirens 100.000
R031102 atrovirens 100.000
R031103 atrovirens 100.000
R031104 atrovirens 100.000
R031105 atrovirens 100.000
R031106 atrovirens 100.000
R031107 atrovirens 100.000
R031108 atrovirens 100.000
R031109 atrovirens 100.000
R031110 atrovirens 100.000
R031111 atrovirens 100.000
R031112 atrovirens 100.000
R031113 atrovirens 100.000
R031114 atrovirens 100.000
R031115 atrovirens 100.000
R031116 atrovirens 100.000
R031117 atrovirens 100.000
R031118 atrovirens 100.000
R031119 atrovirens 100.000
R031120 atrovirens 100.000
R031121 atrovirens 100.000
R031122 atrovirens 100.000
R031123 atrovirens 100.000
R031124 atrovirens 100.000
R031125 atrovirens 100.000
R031126 atrovirens 100.000
R031127 atrovirens 100.000
R031128 atrovirens 100.000
R031129 atrovirens 100.000
R031130 atrovirens 100.000
R031131 atrovirens 100.000
R031132 atrovirens 100.000
R031133 atrovirens 100.000
R031134 atrovirens 100.000
R031135 atrovirens 100.000
R031136 atrovirens 100.000
R031137 atrovirens 100.000
R031138 atrovirens 100.000
R031139 atrovirens 100.000
R031140 atrovirens 100.000
R031141 atrovirens 100.000
R031142 atrovirens 100.000
R031143 atrovirens 100.000
R031144 atrovirens 100.000
R031145 atrovirens 100.000
R031146 atrovirens 100.000
R031147 atrovirens 100.000
R031148 atrovirens 100.000
R031149 atrovirens 100.000
R031150 chrysomelas 63.371
R031151 atrovirens 100.000
R031152 chrysomelas 96.839
R031153 chrysomelas 55.756
R031154 atrovirens 100.000
R031155 atrovirens 100.000
R031156 atrovirens 100.000
R031157 carnatus 86.960
R031158 atrovirens 100.000
R031159 chrysomelas 99.060
R031160 atrovirens 100.000
R031161 atrovirens 100.000
R031162 carnatus 100.000
